id,image_id,category_id,category_name,xmin,ymin,xmax,ymax
3100,661,5,Plastic,233.1,234.3,216.6,271.6
3101,661,7,Plastic bag,0.0,418.9,184.9,329.1
3102,661,5,Plastic,139.4,380.6,325.1,461.2
3103,661,7,Plastic bag,419.0,174.7,535.9,702.6
3104,662,1,Paper,231.3,314.1,521.9,487.3
3105,663,2,Paper pack,171.7,253.7,632.2,472.6
3106,664,7,Plastic bag,216.4,200.4,505.2,406.9
3107,664,7,Plastic bag,291.9,538.2,148.0,118.3
3108,664,5,Plastic,0.0,389.6,306.5,436.1
3109,664,5,Plastic,348.1,0.0,361.7,129.3
3110,664,0,General trash,819.1,481.3,80.9,49.8
3111,665,7,Plastic bag,37.9,297.1,633.9,238.0
3112,665,2,Paper pack,147.6,359.4,468.3,421.6
3113,665,7,Plastic bag,297.0,432.5,224.2,364.2
3114,665,0,General trash,197.8,217.7,369.4,192.3
3115,665,0,General trash,330.5,457.9,173.0,294.1
3116,666,7,Plastic bag,358.6,47.4,373.8,941.0
3117,667,1,Paper,0.0,0.0,583.4,602.2
3118,667,1,Paper,495.1,0.0,528.6,178.0
3119,667,1,Paper,537.1,105.7,486.6,225.0
3120,667,1,Paper,611.9,552.9,131.4,308.1
3121,667,1,Paper,728.0,580.3,295.6,411.7
3122,667,1,Paper,547.6,317.5,476.1,277.6
3123,667,1,Paper,212.3,14.2,332.5,200.1
3124,667,1,Paper,0.0,0.0,216.7,436.8
3125,667,7,Plastic bag,438.2,194.3,105.3,35.8
3126,667,7,Plastic bag,526.6,201.9,79.2,32.3
3127,667,1,Paper,439.9,225.8,184.9,16.5
3128,667,7,Plastic bag,228.6,167.4,155.8,23.6
3129,667,7,Plastic bag,145.9,171.9,302.4,66.5
3130,667,7,Plastic bag,153.4,184.1,291.6,57.4
3131,667,1,Paper,12.2,593.3,623.4,301.0
3132,667,1,Paper,23.4,417.5,591.9,273.0
3133,667,1,Paper,97.5,148.3,547.2,280.1
3134,668,7,Plastic bag,308.1,216.0,426.7,563.8
3135,669,1,Paper,127.5,454.2,542.2,325.1
3136,669,1,Paper,207.0,571.9,138.5,105.4
3137,669,1,Paper,259.1,416.6,404.4,196.9
3138,669,1,Paper,123.4,101.0,628.5,446.2
3139,669,1,Paper,256.7,300.0,102.5,70.7
3140,669,1,Paper,306.4,309.5,96.6,12.1
3141,669,1,Paper,275.9,365.5,37.7,32.1
3142,669,1,Paper,289.2,297.6,230.0,102.3
3143,669,1,Paper,381.1,487.3,392.4,419.2
3144,670,5,Plastic,232.6,451.8,518.1,214.6
3145,671,0,General trash,489.3,0.0,136.7,201.5
3146,671,0,General trash,301.3,68.7,283.6,406.2
3147,671,0,General trash,371.1,424.9,473.3,568.9
3148,671,2,Paper pack,331.1,405.3,281.1,392.3
3149,671,7,Plastic bag,661.8,148.1,306.7,359.7
3150,672,7,Plastic bag,192.3,240.8,708.8,560.4
3151,672,0,General trash,453.1,501.8,433.0,418.5
3152,673,7,Plastic bag,70.1,0.0,223.8,113.5
3153,673,3,Metal,912.6,763.9,72.1,47.2
3154,673,7,Plastic bag,0.0,0.0,1023.7,1023.7
3155,674,0,General trash,195.3,88.4,73.1,152.4
3156,674,0,General trash,282.2,119.2,91.2,119.2
3157,674,0,General trash,376.4,168.6,78.7,69.1
3158,674,0,General trash,463.2,95.2,83.3,142.6
3159,674,0,General trash,561.0,107.7,74.2,130.0
3160,674,0,General trash,659.8,104.0,88.1,131.0
3161,674,0,General trash,771.6,75.2,67.0,158.8
3162,675,7,Plastic bag,73.9,396.9,855.6,536.7
3163,675,8,Battery,76.4,398.2,124.4,529.3
3164,675,8,Battery,192.3,400.6,115.0,528.3
3165,675,8,Battery,304.8,412.8,111.2,514.7
3166,675,8,Battery,409.7,415.2,113.8,516.1
3167,675,8,Battery,512.3,419.9,116.1,506.6
3168,675,8,Battery,797.5,438.2,130.8,479.5
3169,675,8,Battery,705.3,432.8,127.5,486.6
3170,675,8,Battery,608.0,425.7,122.2,500.8
3171,676,1,Paper,346.7,360.6,523.4,418.5
3172,677,2,Paper pack,199.7,210.9,485.0,421.6
3173,678,1,Paper,81.3,601.7,213.1,257.4
3174,678,1,Paper,807.4,203.9,64.3,65.4
3175,679,2,Paper pack,740.9,751.7,98.9,54.1
3176,679,2,Paper pack,798.8,749.0,46.1,48.5
3177,679,2,Paper pack,808.0,737.8,35.2,43.2
3178,679,5,Plastic,759.9,390.3,121.6,114.8
3179,679,0,General trash,476.1,824.9,220.8,173.5
3180,679,0,General trash,392.1,861.2,123.9,73.1
3181,679,0,General trash,904.8,865.0,114.1,64.5
3182,679,0,General trash,767.3,810.2,247.2,82.8
3183,679,0,General trash,772.4,790.6,108.0,102.9
3184,679,2,Paper pack,591.6,774.6,205.9,115.0
3185,679,0,General trash,752.8,436.1,46.1,63.5
3186,679,0,General trash,755.1,481.5,180.8,144.5
3187,679,0,General trash,817.8,575.2,205.9,265.9
3188,679,7,Plastic bag,248.9,190.2,606.5,697.1
3189,679,0,General trash,675.9,889.9,195.7,124.7
3190,679,5,Plastic,873.0,545.8,96.8,197.8
3191,679,0,General trash,829.6,665.7,85.7,105.4
3192,680,6,Styrofoam,518.1,380.3,431.5,463.9
3193,680,6,Styrofoam,291.0,145.9,261.6,319.7
3194,680,7,Plastic bag,0.0,242.1,248.6,487.6
3195,680,6,Styrofoam,120.6,177.8,413.0,560.1
3196,680,7,Plastic bag,331.4,509.6,147.3,184.6
3197,681,3,Metal,141.0,61.0,235.4,305.4
3198,681,0,General trash,281.9,351.5,102.1,55.9
3199,681,7,Plastic bag,437.8,6.4,218.2,119.2
3200,681,7,Plastic bag,517.6,101.6,211.3,205.2
3201,681,7,Plastic bag,346.7,6.4,257.0,702.3
3202,681,5,Plastic,638.5,188.3,278.6,412.8
3203,681,5,Plastic,574.7,294.9,283.9,401.3
3204,681,0,General trash,673.5,319.0,53.3,228.2
3205,681,5,Plastic,272.8,412.8,310.6,312.6
3206,681,1,Paper,308.8,407.7,232.1,317.0
3207,681,0,General trash,524.7,488.0,286.7,235.7
3208,681,5,Plastic,0.0,331.5,330.9,441.9
3209,681,0,General trash,107.4,509.6,67.8,189.0
3210,681,5,Plastic,233.4,711.4,215.1,285.8
3211,681,0,General trash,40.4,771.7,143.0,160.5
3212,681,0,General trash,523.9,141.9,89.7,209.6
3213,681,0,General trash,342.3,887.5,68.8,83.6
3214,681,1,Paper,432.8,675.9,280.4,307.1
3215,682,0,General trash,331.9,483.0,306.1,188.4
3216,682,7,Plastic bag,843.2,721.8,134.4,177.8
3217,683,3,Metal,131.7,234.2,720.3,343.6
3218,684,1,Paper,421.2,121.1,47.1,24.4
3219,684,7,Plastic bag,491.7,139.2,85.3,47.7
3220,684,7,Plastic bag,419.9,142.5,105.7,339.3
3221,684,7,Plastic bag,432.8,174.5,298.3,240.5
3222,684,7,Plastic bag,343.0,507.2,117.5,138.4
3223,684,1,Paper,341.7,514.3,27.4,62.5
3224,684,6,Styrofoam,195.0,700.4,270.2,237.0
3225,684,7,Plastic bag,9.1,314.2,344.0,411.2
3226,684,7,Plastic bag,446.3,257.8,394.5,396.7
3227,684,1,Paper,385.7,642.5,42.3,13.2
3228,684,1,Paper,442.9,611.3,102.9,199.9
3229,684,7,Plastic bag,480.5,417.5,470.7,494.2
3230,684,1,Paper,219.1,653.7,239.4,53.1
3231,684,1,Paper,507.9,965.3,52.5,43.7
3232,685,3,Metal,340.3,367.7,267.5,372.3
3233,686,3,Metal,307.8,195.6,521.8,731.9
3234,687,1,Paper,293.6,397.7,488.6,196.3
3235,688,1,Paper,127.2,92.1,602.7,931.6
3236,689,7,Plastic bag,297.9,0.0,289.5,318.6
3237,689,7,Plastic bag,158.7,511.3,346.7,458.2
3238,689,7,Plastic bag,358.3,191.7,298.9,445.6
3239,689,7,Plastic bag,632.9,57.2,278.9,526.9
3240,690,0,General trash,186.9,419.6,320.7,210.8
3241,691,1,Paper,446.0,0.0,577.8,129.7
3242,691,1,Paper,209.3,375.5,184.1,361.7
3243,691,5,Plastic,80.8,501.2,212.3,266.5
3244,691,1,Paper,0.0,336.9,262.3,382.3
3245,691,1,Paper,278.9,654.9,191.5,145.3
3246,691,1,Paper,456.1,525.5,244.6,260.4
3247,691,5,Plastic,345.4,405.0,347.7,315.6
3248,691,3,Metal,507.4,423.6,100.6,38.3
3249,691,1,Paper,664.9,255.7,326.9,429.0
3250,691,7,Plastic bag,474.9,397.2,296.9,40.6
3251,691,7,Plastic bag,725.6,403.6,163.3,126.3
3252,691,1,Paper,755.3,472.4,102.9,87.7
3253,691,0,General trash,420.1,456.5,189.5,170.0
3254,692,7,Plastic bag,188.6,269.7,495.7,385.3
3255,693,0,General trash,525.2,358.9,246.9,191.5
3256,693,0,General trash,733.8,279.6,77.2,56.1
3257,693,0,General trash,570.2,348.7,153.7,11.2
3258,693,0,General trash,705.0,339.0,142.2,48.8
3259,694,1,Paper,600.4,148.3,191.0,400.9
3260,694,1,Paper,652.2,191.7,64.5,46.4
3261,694,0,General trash,852.3,483.6,97.3,13.9
3262,694,5,Plastic,118.6,698.2,32.8,114.1
3263,694,7,Plastic bag,0.0,707.4,127.5,224.5
3264,694,1,Paper,640.0,411.8,187.4,214.0
3265,694,1,Paper,698.7,392.5,28.7,84.7
3266,694,1,Paper,687.5,490.7,52.8,52.8
3267,694,1,Paper,818.5,520.5,21.8,48.1
3268,694,5,Plastic,715.9,355.9,73.1,140.5
3269,694,5,Plastic,741.3,415.8,105.7,127.3
3270,694,5,Plastic,741.6,530.3,44.2,30.1
3271,694,6,Styrofoam,133.8,536.4,529.3,323.0
3272,694,6,Styrofoam,434.3,306.1,199.9,296.0
3273,694,2,Paper pack,506.9,355.9,44.4,85.3
3274,694,6,Styrofoam,132.1,435.8,400.8,408.0
3275,694,1,Paper,150.9,183.5,143.0,89.4
3276,694,5,Plastic,131.3,162.2,229.3,182.2
3277,694,1,Paper,207.7,159.8,230.9,273.3
3278,694,3,Metal,387.8,335.6,59.7,81.3
3279,694,1,Paper,388.3,347.8,48.8,57.6
3280,694,0,General trash,251.9,547.6,280.6,293.2
3281,694,5,Plastic,132.3,261.8,279.4,321.0
3282,694,7,Plastic bag,0.0,767.0,287.5,256.7
3283,694,1,Paper,506.4,531.3,395.7,492.4
3284,694,1,Paper,550.9,580.7,274.0,442.9
3285,694,7,Plastic bag,569.1,677.6,176.8,258.0
3286,694,3,Metal,586.7,823.9,112.3,100.9
3287,694,5,Plastic,690.8,754.8,32.5,171.0
3288,694,7,Plastic bag,201.4,745.3,435.8,278.3
3289,694,0,General trash,199.9,196.7,167.4,338.3
3290,694,0,General trash,381.7,478.5,123.9,56.9
3291,694,0,General trash,437.3,367.1,197.1,104.6
3292,694,0,General trash,684.2,634.6,153.7,389.1
3293,695,0,General trash,112.4,438.5,792.7,370.1
3294,696,7,Plastic bag,510.3,255.0,236.0,197.3
3295,696,7,Plastic bag,270.6,192.5,246.5,323.6
3296,696,7,Plastic bag,453.4,369.8,169.0,191.7
3297,696,7,Plastic bag,608.8,552.6,191.0,132.3
3298,696,7,Plastic bag,265.8,416.3,184.2,264.1
3299,696,7,Plastic bag,288.8,509.0,335.6,248.9
3300,696,7,Plastic bag,539.4,352.0,241.1,288.8
3301,696,5,Plastic,332.5,639.5,89.7,62.7
3302,696,0,General trash,338.6,633.7,65.7,74.4
3303,697,7,Plastic bag,348.4,597.1,297.7,70.6
3304,698,7,Plastic bag,268.9,444.7,419.6,287.5
3305,698,1,Paper,774.8,307.6,248.9,285.7
3306,699,0,General trash,739.2,574.9,72.2,57.2
3307,699,0,General trash,149.0,406.9,105.9,46.9
3308,699,0,General trash,449.1,275.5,116.2,61.2
3309,700,1,Paper,327.1,540.2,409.1,394.2
3310,700,0,General trash,372.8,187.4,628.8,607.5
3311,700,1,Paper,395.5,669.5,347.8,128.8
3312,700,1,Paper,368.4,727.1,29.5,90.2
3313,700,1,Paper,388.7,756.1,14.2,52.8
3314,701,1,Paper,273.5,272.6,413.0,360.6
3315,702,2,Paper pack,735.5,274.6,78.2,57.2
3316,702,7,Plastic bag,695.9,291.6,303.2,408.4
3317,702,1,Paper,684.4,299.0,127.7,177.4
3318,702,7,Plastic bag,442.2,542.1,338.5,345.1
3319,702,7,Plastic bag,295.4,45.0,519.4,613.6
3320,702,7,Plastic bag,79.2,266.8,358.6,575.3
3321,703,7,Plastic bag,142.5,197.8,567.6,825.9
3322,704,5,Plastic,367.1,403.8,302.4,267.7
3323,704,7,Plastic bag,349.8,535.9,315.9,127.2
3324,705,0,General trash,311.9,259.4,459.2,536.7
3325,706,7,Plastic bag,386.4,246.6,229.6,333.7
3326,707,7,Plastic bag,460.2,0.0,407.9,554.7
3327,707,7,Plastic bag,267.9,228.2,206.0,269.5
3328,707,7,Plastic bag,159.2,407.7,344.6,473.7
3329,707,7,Plastic bag,463.7,298.7,336.0,466.3
3330,708,2,Paper pack,363.3,428.2,263.4,212.8
3331,709,0,General trash,340.3,412.4,232.6,268.2
3332,710,7,Plastic bag,428.4,517.6,196.4,160.0
3333,711,6,Styrofoam,0.0,794.8,79.7,228.9
3334,711,6,Styrofoam,56.4,802.2,354.3,221.5
3335,711,6,Styrofoam,958.7,841.5,65.0,182.2
3336,711,6,Styrofoam,775.4,824.9,222.7,198.8
3337,711,0,General trash,288.3,809.3,60.4,214.3
3338,711,6,Styrofoam,408.6,822.5,210.8,201.1
3339,711,6,Styrofoam,611.8,820.1,174.0,203.5
3340,711,0,General trash,718.5,821.5,59.9,202.2
3341,711,6,Styrofoam,885.1,0.0,138.7,303.1
3342,711,6,Styrofoam,770.5,0.0,177.0,287.5
3343,711,6,Styrofoam,567.6,0.0,242.0,284.4
3344,711,6,Styrofoam,308.3,0.0,285.7,288.8
3345,711,6,Styrofoam,0.0,0.0,192.0,230.6
3346,711,6,Styrofoam,35.6,0.0,273.0,237.7
3347,711,0,General trash,693.3,0.0,108.2,284.8
3348,711,6,Styrofoam,915.8,360.6,107.9,484.2
3349,711,6,Styrofoam,805.8,795.1,101.3,44.4
3350,711,6,Styrofoam,809.7,307.1,199.1,522.5
3351,711,6,Styrofoam,704.5,281.7,154.7,549.2
3352,711,6,Styrofoam,0.0,254.3,297.4,551.6
3353,711,0,General trash,29.5,266.2,261.6,539.8
3354,711,6,Styrofoam,102.9,271.6,297.7,558.4
3355,711,0,General trash,55.6,596.0,82.8,116.5
3356,711,6,Styrofoam,340.1,273.9,403.0,578.0
3357,712,5,Plastic,368.8,367.2,255.7,298.2
3358,712,0,General trash,454.4,173.0,71.1,477.7
3359,712,1,Paper,404.0,495.5,193.4,132.8
3360,713,0,General trash,218.8,292.6,559.7,592.8
3361,714,2,Paper pack,0.7,207.2,949.2,546.8
3362,715,5,Plastic,498.8,0.0,525.0,857.4
3363,715,5,Plastic,818.3,0.0,205.5,263.8
3364,715,7,Plastic bag,0.0,0.0,457.4,486.3
3365,715,3,Metal,526.5,273.6,190.7,539.1
3366,716,7,Plastic bag,191.2,266.5,137.9,307.1
3367,716,7,Plastic bag,281.1,124.3,374.9,856.0
3368,716,5,Plastic,384.3,354.2,128.5,141.5
3369,716,5,Plastic,326.6,379.3,146.3,162.2
3370,716,5,Plastic,370.0,134.4,251.7,335.2
3371,717,2,Paper pack,336.6,351.0,445.3,362.9
3372,718,6,Styrofoam,820.1,394.4,78.6,119.6
3373,718,6,Styrofoam,4.4,237.5,845.9,690.5
3374,718,7,Plastic bag,842.5,509.5,25.4,49.0
3375,718,7,Plastic bag,757.2,531.8,266.5,335.7
3376,718,7,Plastic bag,899.7,799.7,63.3,47.5
3377,718,7,Plastic bag,849.9,839.6,86.0,68.3
3378,718,7,Plastic bag,679.6,861.5,232.0,162.3
3379,719,0,General trash,216.7,222.5,635.9,748.4
3380,720,1,Paper,243.1,416.0,529.6,369.5
3381,721,7,Plastic bag,236.0,345.7,76.2,66.3
3382,721,7,Plastic bag,240.1,280.9,783.6,589.7
3383,722,9,Clothing,106.7,0.0,917.1,935.6
3384,722,4,Glass,762.4,595.6,215.1,234.3
3385,722,4,Glass,540.2,582.1,200.1,257.4
3386,722,4,Glass,295.9,626.8,199.1,268.2
3387,722,4,Glass,123.7,410.1,175.2,211.3
3388,722,4,Glass,294.9,206.6,275.3,362.7
3389,722,4,Glass,600.1,254.3,257.5,320.0
3390,723,0,General trash,303.6,288.0,344.9,254.5
3391,724,0,General trash,147.3,592.3,429.4,202.2
3392,725,1,Paper,287.1,216.7,605.9,528.7
3393,726,7,Plastic bag,465.8,0.0,86.3,54.5
3394,726,7,Plastic bag,538.2,0.0,485.6,151.0
3395,726,7,Plastic bag,275.3,118.5,247.9,411.1
3396,726,7,Plastic bag,446.5,204.2,162.8,482.2
3397,726,7,Plastic bag,525.0,230.9,326.1,578.4
3398,727,5,Plastic,473.7,315.9,240.1,103.4
3399,727,4,Glass,419.6,619.7,448.3,108.2
3400,727,4,Glass,30.1,648.9,481.5,142.2
3401,727,4,Glass,389.4,705.0,298.3,115.8
3402,727,7,Plastic bag,0.0,178.3,181.8,545.3
3403,727,5,Plastic,101.9,503.9,272.9,146.0
3404,727,5,Plastic,483.2,680.1,328.1,134.1
3405,727,4,Glass,498.5,555.4,425.0,96.3
3406,727,4,Glass,622.1,499.6,305.1,60.4
3407,727,4,Glass,377.9,287.7,122.9,113.8
3408,727,4,Glass,432.1,388.8,392.1,166.9
3409,727,5,Plastic,527.2,488.4,114.8,79.7
3410,727,5,Plastic,312.9,509.7,219.1,48.3
3411,727,3,Metal,294.3,527.2,130.7,61.0
3412,727,4,Glass,279.7,398.0,199.4,106.2
3413,727,7,Plastic bag,0.0,143.2,319.0,258.5
3414,727,1,Paper,0.0,0.0,128.0,165.8
3415,728,5,Plastic,920.9,536.0,49.3,40.1
3416,728,5,Plastic,474.7,377.7,31.4,77.5
3417,728,7,Plastic bag,8.7,79.9,360.4,515.4
3418,728,7,Plastic bag,137.3,80.9,88.4,52.8
3419,728,7,Plastic bag,96.6,99.4,46.5,38.0
3420,728,7,Plastic bag,308.9,377.7,240.8,437.3
3421,728,5,Plastic,370.6,341.0,47.0,122.3
3422,728,5,Plastic,411.8,245.4,90.5,209.0
3423,728,7,Plastic bag,533.3,334.5,290.2,284.4
3424,728,7,Plastic bag,643.1,429.8,340.0,461.3
3425,728,5,Plastic,655.9,623.4,72.5,224.1
3426,728,5,Plastic,551.1,394.1,74.3,72.3
3427,729,5,Plastic,142.7,361.7,689.0,436.5
3428,730,7,Plastic bag,376.4,248.6,314.9,677.6
3429,731,5,Plastic,231.6,315.2,502.5,259.3
3430,732,1,Paper,221.1,208.0,655.9,441.4
3431,732,1,Paper,392.8,342.3,270.2,149.8
3432,733,3,Metal,135.8,296.9,643.4,580.8
3433,734,9,Clothing,133.1,97.5,367.7,863.7
3434,734,9,Clothing,519.4,82.0,476.1,869.8
3435,735,1,Paper,38.3,693.8,45.2,69.8
3436,735,1,Paper,59.7,519.1,310.6,502.5
3437,735,0,General trash,511.7,557.7,59.7,59.3
3438,735,1,Paper,557.2,418.5,431.2,340.0
3439,735,1,Paper,676.1,134.4,347.7,406.7
3440,736,1,Paper,338.8,0.0,583.4,367.7
3441,736,0,General trash,805.8,0.0,148.3,278.3
3442,736,2,Paper pack,464.8,567.9,128.8,190.0
3443,736,2,Paper pack,383.2,469.0,195.8,267.2
3444,737,5,Plastic,216.9,302.4,601.2,305.6
3445,738,5,Plastic,504.2,264.1,67.7,49.8
3446,738,6,Styrofoam,185.9,316.7,229.9,49.5
3447,738,6,Styrofoam,114.1,363.7,58.2,79.7
3448,738,5,Plastic,114.8,460.2,72.5,96.3
3449,738,5,Plastic,47.4,506.2,142.6,147.0
3450,738,0,General trash,0.0,556.4,189.3,44.7
3451,738,7,Plastic bag,0.0,613.8,372.8,142.5
3452,738,7,Plastic bag,717.9,745.9,207.9,185.9
3453,738,7,Plastic bag,567.5,675.6,251.3,118.9
3454,738,7,Plastic bag,168.0,744.6,638.3,215.9
3455,738,0,General trash,460.9,594.3,562.8,302.0
3456,738,5,Plastic,257.0,795.7,394.8,144.5
3457,738,5,Plastic,168.0,292.3,793.4,475.9
3458,739,0,General trash,197.4,394.4,464.9,298.7
3459,740,1,Paper,425.0,243.3,427.0,593.8
3460,740,7,Plastic bag,64.7,413.7,415.8,368.5
3461,740,7,Plastic bag,119.2,684.7,218.8,229.1
3462,740,0,General trash,642.0,463.5,54.5,33.0
3463,740,2,Paper pack,542.8,464.8,110.7,68.8
3464,740,0,General trash,526.2,512.3,101.2,77.7
3465,740,0,General trash,256.3,454.1,46.1,63.0
3466,740,0,General trash,256.3,493.7,48.8,21.8
3467,741,2,Paper pack,280.0,312.1,380.6,354.5
3468,742,3,Metal,270.4,347.9,469.1,448.6
3469,743,7,Plastic bag,189.3,193.8,104.6,182.9
3470,743,1,Paper,353.2,353.0,273.3,148.3
3471,743,1,Paper,163.6,385.3,395.5,453.6
3472,743,1,Paper,524.9,451.3,310.9,353.3
3473,743,1,Paper,597.7,589.5,37.9,54.1
3474,743,1,Paper,653.5,481.3,79.9,168.9
3475,743,1,Paper,601.4,480.8,88.0,167.1
3476,743,1,Paper,539.1,489.9,67.4,151.1
3477,743,1,Paper,89.4,340.1,264.8,334.2
3478,743,1,Paper,328.5,363.7,175.1,330.2
3479,743,1,Paper,443.3,347.9,103.6,397.7
3480,744,1,Paper,419.6,564.1,74.4,254.0
3481,744,1,Paper,474.9,451.7,421.6,440.6
3482,744,1,Paper,454.1,456.8,396.4,306.1
3483,744,1,Paper,418.8,226.9,371.8,410.8
3484,744,1,Paper,435.0,225.2,320.3,266.5
3485,744,1,Paper,470.6,200.1,214.6,272.9
3486,744,0,General trash,416.3,479.2,274.8,71.8
3487,744,7,Plastic bag,196.3,314.9,200.1,236.0
3488,744,7,Plastic bag,156.2,201.1,177.0,270.9
3489,744,7,Plastic bag,70.1,0.0,210.8,288.2
3490,744,0,General trash,585.4,711.1,168.4,69.8
3491,744,0,General trash,802.0,692.5,145.0,85.3
3492,745,7,Plastic bag,156.1,90.7,496.1,933.1
3493,746,3,Metal,435.8,379.9,180.6,254.3
3494,747,7,Plastic bag,0.0,658.0,689.8,365.7
3495,747,7,Plastic bag,471.7,753.3,552.0,270.5
3496,747,1,Paper,48.1,80.8,895.3,849.3
3497,747,5,Plastic,433.4,255.7,126.0,513.5
3498,747,5,Plastic,465.3,204.7,394.2,756.8
3499,747,7,Plastic bag,0.0,739.3,203.9,284.4
3500,747,7,Plastic bag,0.0,246.9,67.4,420.3
3501,747,5,Plastic,353.9,664.4,194.4,195.6
3502,747,6,Styrofoam,0.0,249.1,177.1,505.4
3503,747,6,Styrofoam,40.6,234.7,455.4,522.4
3504,748,6,Styrofoam,233.0,263.4,675.9,520.1
3505,748,7,Plastic bag,986.4,376.6,37.2,499.8
3506,748,0,General trash,965.4,761.1,39.3,99.6
3507,749,7,Plastic bag,243.1,349.0,586.2,438.3
3508,750,5,Plastic,101.1,316.3,488.6,279.0
3509,750,5,Plastic,286.5,590.6,571.9,235.7
3510,751,0,General trash,226.6,409.3,65.5,66.2
3511,751,7,Plastic bag,175.0,422.4,119.7,136.4
3512,751,5,Plastic,251.0,373.1,567.9,268.2
3513,751,7,Plastic bag,267.9,158.8,278.8,242.4
3514,751,7,Plastic bag,493.1,347.0,61.2,48.4
3515,751,3,Metal,451.8,371.3,58.9,32.5
3516,751,7,Plastic bag,485.2,388.5,70.4,17.9
3517,751,1,Paper,343.3,417.0,26.8,49.4
3518,751,0,General trash,285.1,442.3,73.8,83.8
3519,751,1,Paper,472.0,458.9,64.2,31.0
3520,751,1,Paper,321.5,459.7,201.4,76.2
3521,751,7,Plastic bag,365.8,399.1,77.4,65.2
3522,751,1,Paper,346.6,482.7,131.3,22.3
3523,751,5,Plastic,632.1,441.8,55.2,19.8
3524,751,4,Glass,487.2,433.1,145.2,38.9
3525,751,1,Paper,361.8,398.9,156.1,95.3
3526,751,5,Plastic,867.6,363.4,156.1,291.7
3527,751,7,Plastic bag,899.0,391.7,124.7,152.3
3528,751,5,Plastic,639.3,403.1,316.2,151.3
3529,751,5,Plastic,531.8,459.4,145.5,84.6
3530,751,7,Plastic bag,540.8,254.5,401.5,192.2
3531,751,0,General trash,311.2,769.5,111.5,87.6
3532,751,0,General trash,807.0,781.1,49.6,61.0
3533,751,0,General trash,845.7,637.0,79.7,42.2
3534,751,0,General trash,981.0,674.2,42.7,76.9
3535,751,7,Plastic bag,355.9,489.4,618.2,407.1
3536,751,5,Plastic,65.8,389.2,140.2,83.3
3537,751,5,Plastic,511.7,565.6,58.2,25.6
3538,751,0,General trash,401.9,568.1,115.1,28.8
3539,752,0,General trash,182.0,674.7,350.2,323.1
3540,753,0,General trash,434.4,348.7,497.8,582.2
3541,753,7,Plastic bag,157.3,385.8,343.1,414.5
3542,753,7,Plastic bag,154.2,72.3,135.3,160.9
3543,753,0,General trash,412.2,107.3,59.8,98.1
3544,753,0,General trash,400.2,10.7,53.1,62.8
3545,754,7,Plastic bag,647.9,68.1,279.1,204.2
3546,754,0,General trash,180.6,293.6,698.9,556.0
3547,755,7,Plastic bag,135.8,318.2,130.4,111.7
3548,755,0,General trash,253.3,134.9,554.7,279.6
3549,755,0,General trash,397.5,99.0,265.8,127.7
3550,756,1,Paper,612.6,291.6,167.4,400.3
3551,756,1,Paper,646.9,358.9,35.8,43.0
3552,756,1,Paper,665.9,354.9,87.4,163.6
3553,756,6,Styrofoam,132.1,435.8,246.1,344.7
3554,756,7,Plastic bag,362.4,368.8,322.3,382.0
3555,756,7,Plastic bag,396.2,0.0,355.3,400.9
3556,756,7,Plastic bag,412.2,567.5,272.3,456.1
3557,756,5,Plastic,470.6,670.5,180.3,151.7
3558,757,2,Paper pack,394.8,504.4,272.9,246.9
3559,757,5,Plastic,373.2,404.1,316.3,126.7
3560,757,1,Paper,396.9,526.2,266.5,174.5
3561,758,7,Plastic bag,380.4,264.1,472.6,518.8
3562,759,0,General trash,292.0,436.4,308.1,156.5
3563,760,0,General trash,410.9,156.8,388.8,785.9
3564,761,1,Paper,167.9,370.5,241.0,471.7
3565,761,7,Plastic bag,393.7,541.1,201.7,198.1
3566,761,1,Paper,545.8,180.5,402.3,691.1
3567,761,1,Paper,675.6,380.6,129.5,40.6
3568,761,7,Plastic bag,800.3,250.9,104.1,170.7
3569,761,1,Paper,625.0,340.7,58.7,74.8
3570,761,7,Plastic bag,213.6,528.6,73.9,70.1
3571,761,7,Plastic bag,248.6,447.3,106.4,142.6
3572,761,0,General trash,350.2,462.9,50.5,140.2
3573,761,0,General trash,530.3,413.1,382.2,40.0
3574,761,0,General trash,551.9,461.5,355.8,65.0
3575,762,2,Paper pack,341.7,409.4,283.8,359.9
3576,763,0,General trash,434.5,118.1,61.3,55.1
3577,763,5,Plastic,172.4,162.8,550.6,664.9
3578,764,1,Paper,136.6,460.7,387.6,211.3
3579,764,3,Metal,396.1,134.0,476.1,443.3
3580,765,1,Paper,255.3,447.2,465.3,358.3
3581,765,1,Paper,548.9,666.2,87.7,57.4
3582,766,9,Clothing,88.0,0.0,817.4,154.4
3583,766,9,Clothing,69.4,105.9,565.5,336.0
3584,766,5,Plastic,140.5,233.4,875.0,728.9
3585,766,5,Plastic,180.5,125.0,313.6,274.0
3586,766,5,Plastic,139.5,347.9,477.8,531.6
3587,766,5,Plastic,444.3,266.4,196.7,490.2
3588,767,1,Paper,0.0,497.6,209.2,188.0
3589,767,1,Paper,18.3,506.4,161.2,85.0
3590,767,1,Paper,167.4,449.8,41.8,65.1
3591,767,1,Paper,0.0,408.5,172.6,184.2
3592,767,1,Paper,144.5,374.5,73.0,99.4
3593,767,1,Paper,0.0,319.3,313.6,166.0
3594,767,1,Paper,0.0,282.1,320.7,178.3
